index,id,name_of_work,content,source
1884,poem_sum:1182,She Was a Phantom of Delight by William Wordsworth,"She was a Phantom of delight When first she gleamed upon my sight; A lovely Apparition, sent To be a moment's ornament; Her eyes as stars of Twilight fair; Like Twilight's, too, her dusky hair; But all things else about her drawn From May-time and the cheerful Dawn; A dancing Shape, an Image gay, To haunt, to startle, and way-lay. I saw her upon nearer view, A Spirit, yet a Woman too! Her household motions light and free, And steps of virgin-liberty; A countenance in which did meet Sweet records, promises as sweet; A Creature not too bright or good For human nature's daily food; For transient sorrows, simple wiles, Praise, blame, love, kisses, tears, and smiles. And now I see with eye serene The very pulse of the machine; A Being breathing thoughtful breath, A Traveller between life and death; The reason firm, the temperate will, Endurance, foresight, strength, and skill; A perfect Woman, nobly planned, To warn, to comfort, and command; And yet a Spirit still, and bright With something of angelic light.",poem_sum
1885,tiny_story:1220126,TinyStory 1220126,"Kenny was walking down the street when he saw a bright butterfly. He tried to follow it, but it was too fast and it disappeared. Kenny was sad, so he frowned.

Just then, Kenny spotted a rainbow in the sky. He saw how bright and beautiful it was and his face lit up with a big, happy smile.

As Kenny watched the rainbow, he was surprised to see a small fairy appear right next to it. The fairy said, ""Hello Kenny, I think you are very special. I can see that you are always looking for beautiful things in life.""

Kenny was excited to meet the fairy and he asked if he could give her a big hug. The fairy gladly accepted and Kenny gave her a big, warm hug - his first magical touch!

The fairy said, ""Kenny, I'm always here for you when you need me. No matter what, the beauty of life and nature will always be here for you."" Then with a twinkle of her wand, she disappeared just as quickly as she had appeared.

Kenny was so happy. With a bright heart he walked home, feeling grateful for the magical things he had seen this day.",tiny_story
1886,tiny_story:14026,TinyStory 14026,"Once upon a time, there was a little girl called Lucy. One day, her parents wanted to have a little vacation, and they allowed Lucy to stay with her aunt. When Lucy got to her aunt's house, the aunt made a promise to take care of Lucy everyday. 

Lucy asked, ""Will you take me to play with my friends every day, too?"" 

The aunt smiled and said, ""Yes, of course. We will go to the park everyday and play together."" 

Lucy was very happy and went to the park happily everyday with her aunt. 

One Saturday, when they were at the park, Lucy saw lots of other children playing in the water, but her aunt said no to her. She was very sad. 

Just then, her aunt told Lucy, ""Sweetheart, you know that regular bathing is important. It will protect us from germs and make us happy and healthy. So I can't allow you to play in water for now. I can only allow that when you're old enough to understand that regular bathing is important."" 

Lucy sadly nodded her head and agreed. 

The moral of the story is that regular habits are important to stay healthy and happy, and promises must be kept.",tiny_story
1887,poem_sum:1406,Nearing Forty by Derek Walcott,"Insomniac since four, hearing this narrow, rigidly-metred, early-rising rain recounting, as its coolness numbs the marrow, that I am nearing forty, nearer the weak vision thickening to a frosted pane, nearer the day when I may judge my work by the bleak modesty of middle age as a false dawn, fireless and average, which would be just, because your life bled for the household truth, the style past metaphor that finds its parallel however wretched in simple, shining lines, in pages stretched plain as a bleaching bedsheet under a gutter- ing rainspout, glad for the sputter of occasional insight; you who foresaw ambition as a searing meteor will fumble a damp match and, smiling, settle for the dry wheezing of a dented kettle, for vision narrower than a louvre's gap, then, watching your leaves thin, recall how deep prodigious cynicism plants its seed, gauges our seasons by this year's end rain which, as greenhorns at school, we'd call conventional for convectional; or you will rise and set your lines to work with sadder joy but steadier elation, until the night when you can really sleep, measuring how imagination ebbs, conventional as any water clerk who weighs the force of lightly falling rain, which, as the new moon moves it, does its work even when it seems to weep.",poem_sum
1888,poem_sum:75,Animals by Walt Whitman,"I think I could turn and live with animals, they are so placid and self-contain'd, I stand and look at them long and long. They do not sweat and whine about their condition, They do not lie awake in the dark and weep for their sins, They do not make me sick discussing their duty to God, Not one is dissatisfied, not one is demented with the mania of owning things, Not one kneels to another, nor to his kind that lived thousands of years ago, Not one is respectable or unhappy over the whole earth. So they show their relations to me and I accept them, They bring me tokens of myself, they evince them plainly in their possession. I wonder where they get those tokens, Did I pass that way huge times ago and negligently drop them? Myself moving forward then and now and forever, Gathering and showing more always and with velocity, Infinite and omnigenous, and the like of these among them, Not too exclusive toward the reachers of my remembrancers, Picking out here one that I love, and now go with him on brotherly terms. A gigantic beauty of a stallion, fresh and responsive to my caresses, Head high in the forehead, wide between the ears, Limbs glossy and supple, tail dusting the ground, Eyes full of sparkling wickedness, ears finely cut, flexibly moving. His nostrils dilate as my heels embrace him, His well-built limbs tremble with pleasure as we race around and return. I but use you a minute, then I resign you, stallion, Why do I need your paces when I myself out-gallop them? Even as I stand or sit passing faster than you.",poem_sum
1889,tiny_story:1429229,TinyStory 1429229,"Jen and Ben were friends. They liked to play in the sand. They made castles and tunnels and bridges. They had fun.

One day, a new kid came to the park. His name was Tim. He had a big bucket and a big shovel. He said he could make the best sand things ever. He said he was popular.

Jen and Ben wanted to see. They went to Tim's sand spot. Tim showed them his sand things. They were big and fancy. He had a sand tower and a sand dragon and a sand car. Jen and Ben were amazed.

""Wow, you are good,"" Jen said. ""Can we play with you?""

Tim looked at them. He smiled. He said, ""Sure, you can play with me. But you have to do what I say. And you have to give me your sand toys. And you have to say I am the best.""

Jen and Ben did not like that. They liked their sand toys. They liked to play their own way. They did not want to say Tim was the best.

""No, thank you,"" Ben said. ""We like our sand spot. We like our sand things. We like to play together.""

Jen and Ben went back to their sand spot. They made more castles and tunnels and bridges. They had fun.

Tim was alone. He had his big bucket and his big shovel. He had his big and fancy sand things. But he had no friends. He was not popular. He was sad.",tiny_story
1890,tiny_story:1055428,TinyStory 1055428,"Once upon a time, there was a pebble. It was small, round, and very shiny. The pebble had a special power. Whenever someone held it in their hand, it could provide them with courage. 

One day, the pebble found itself in a dangerous situation. A mean bird was chasing it and wanted to eat it up! But, luckily, the pebble was able to make it to safety.

Once it was safe, the pebble thanked the helpful people that had provided it with courage when it was in danger. The pebble shines a little brighter now and reminds us that courage is the one thing that can provide us with a safe journey.",tiny_story
1891,poem_sum:355,Sailing to Byzantium by William Butler Yeats,"That is no country for old men. The young In one another's arms, birds in the trees, --Those dying generations--at their song, The salmon-falls, the mackerel-crowded seas, Fish, flesh, or fowl, commend all summer long Whatever is begotten, born, and dies. Caught in that sensual music all neglect Monuments of unageing intellect. An aged man is but a paltry thing, A tattered coat upon a stick, unless Soul clap its hands and sing, and louder sing For every tatter in its mortal dress, Nor is there singing school but studying Monuments of its own magnificence; And therefore I have sailed the seas and come To the holy city of Byzantium. O sages standing in God's holy fire As in the gold mosaic of a wall, Come from the holy fire, perne in a gyre, And be the singing-masters of my soul. Consume my heart away; sick with desire And fastened to a dying animal It knows not what it is; and gather me Into the artifice of eternity. Once out of nature I shall never take My bodily form from any natural thing, But such a form as Grecian goldsmiths make Of hammered gold and gold enamelling To keep a drowsy Emperor awake; Or set upon a golden bough to sing To lords and ladies of Byzantium Of what is past, or passing, or to come.",poem_sum
1892,tiny_story:192452,TinyStory 192452,"Lily and Ben were playing in the park. They saw a big stand with many fruits on it. The man who sold the fruits was busy talking to a lady.

""Look, Ben, apples!"" Lily said. ""I like apples. They are red and sweet.""

""Me too,"" Ben said. ""Let's get some.""

They ran to the stand and picked up two apples. They did not see the sign that said ""Please weigh and pay"".

The man who sold the fruits saw them. He was angry. He shouted at them.

""Hey, you two! What are you doing? You have to weigh and pay for the apples. You can't just take them.""

Lily and Ben were scared. They dropped the apples and ran away. They hid behind a tree.

""Sorry, mister,"" Lily whispered. ""We did not know. We just wanted some apples.""

The man who sold the fruits came looking for them. He saw their shoes sticking out from behind the tree. He walked towards them.

Lily and Ben held each other. They hoped the man would not find them. They wished they had not taken the apples. They learned a lesson. They should always ask before they take something.",tiny_story
1893,tiny_story:212597,TinyStory 212597,"Once an animal and a child met in the park. The animal was so fluffy and soft! The child wanted to pet the animal so badly, but it ran away. But then, the child found a way to bring the animal closer.

The child filled his pockets with special food and offered it to the animal. The animal was so excited and came closer to the child. The child was finally able to pet the animal and it felt so soft.

Suddenly, the animal started to tear something. The child became scared and started to cry. But then he realized that the animal was just tearing up pieces of paper. The animal was playing with the child!

The child and the animal were so happy together. The animal stayed with the child for the whole day and then went back home. The child and the animal still meet at the park every day, and the child always has special food for the animal.",tiny_story
1894,poem_sum:1000,Risk by Anais Nin,"And then the day came, when the risk to remain tight in a bud was more painful than the risk it took to blossom.",poem_sum
1895,tiny_story:1277825,TinyStory 1277825,"Mia likes to help her parent with the chores. She is very organized and knows where everything goes. She helps to put away the toys, the books, and the clothes. She also helps to set the table, to wash the dishes, and to feed the cat.

One day, her parent is very busy and forgets to do some of the chores. Mia sees that the toys are still on the floor, the books are still on the shelf, and the clothes are still in the basket. She decides to remind her parent and help them.

She goes to her parent and says, ""Parent, we need to do the chores. The toys are on the floor, the books are on the shelf, and the clothes are in the basket. Can I help you?""

Her parent smiles and says, ""Thank you, Mia. You are very organized and helpful. You remind me of what we need to do. Yes, you can help me. Let's do the chores together.""

They go to the living room and start to do the chores. Mia picks up the toys and puts them in the box. Her parent takes the books and puts them in the cabinet. They go to the bedroom and fold the clothes and put them in the drawer. They go to the kitchen and set the table and wash the dishes. They go to the porch and feed the cat.

They finish the chores and hug each other. Mia says, ""We did it, parent. We did all the chores. Now we can play and read and cuddle.""

Her parent says, ""We did it, Mia. We did all the chores. You are a great helper and a wonderful child. I love you very much.""

They play and read and cuddle and have a happy day.",tiny_story
1896,tiny_story:1591902,TinyStory 1591902,"Once upon a time, there was a little girl named Lily. She loved to help her mommy in the kitchen. One day, her mommy asked her to stir the soup. Lily took a big spoon and stirred the soup until it was hot and yummy.

Later that day, her mommy was cutting some vegetables for dinner. Lily asked if she could help. Her mommy gave her a plastic knife and showed her how to cut the vegetables into fine pieces. Lily was very careful and did a great job.

After dinner, Lily felt proud of herself for helping her mommy. She went to bed with a happy heart, dreaming of all the other ways she could help her family. The end.",tiny_story
1897,poem_sum:339,The grove of golden trees has fallen silent... by Sergei Yesenin,"The grove of golden trees has fallen silent, Shorn of its gay leaves, in mute silhouette, And so the cranes in sad file past it flying Have no cause any more to feel regret. For whom, for what? We are all rovers, starting Out, coming home awhile, then traveling on. The hemp field's dreaming of all who departed And there's a full moon gazing at the pond. I stand alone, the bare expanses viewing, While on the wind the cranes are borne away. Remembrance of my merry youth pursuing, I find nothing I would relive today. I don't regret the years that I have wasted, I don't regret the lilac time of life. A rowan fire is in the orchard blazing But none shall from its brightness warmth derive. Red rowan-berry clusters cannot scorch you, The grasses will no yellow and decline. As leaves fall softly from a tree in autumn So I let fall these mournful words of mine. And if time with its breezy broom should pile them Into a heap to burn without regret... Just say this ... that the golden grove fell silent, Shorn of its leaves, in pensive silhouette.",poem_sum
1898,tiny_story:2113347,TinyStory 2113347,"Once upon a time, there was a young boy named Tom. Tom was a gifted child who loved to help others. He lived in a small house with his mom, dad, and little sister, Sue.

One sunny day, Tom went to the park to play. He saw a girl crying because she lost her ball. Tom wanted to make her happy, so he decided to give her his own ball. The girl smiled and said ""thank you"" to Tom. They played together and had lots of fun.

When Tom went back home, he told his family about the girl at the park. His mom and dad were very proud of him for being so kind. They gave Tom a big hug and a new ball to play with. Tom learned that it feels good to help others and share his gifts with them. And from that day on, he always tried to be a good friend to everyone he met.",tiny_story
1899,poem_sum:973,Dream-Land by Edgar Allan Poe,"By a route obscure and lonely, Haunted by ill angels only, Where an Eidolon, named NIGHT, On a black throne reigns upright, I have reached these lands but newly From an ultimate dim Thule-- From a wild weird clime that lieth, sublime, Out of SPACE--Out of TIME. Bottomless vales and boundless floods, And chasms, and caves, and Titan woods, With forms that no man can discover For the tears that drip all over; Mountains toppling evermore Into seas without a shore; Seas that restlessly aspire, Surging, unto skies of fire; Lakes that endlessly outspread Their lone waters--lone and dead,-- Their still waters--still and chilly With the snows of the lolling lily. By the lakes that thus outspread Their lone waters, lone and dead,-- Their sad waters, sad and chilly With the snows of the lolling lily,-- By the mountains--near the river Murmuring lowly, murmuring ever,-- By the grey woods,--by the swamp Where the toad and the newt encamp,-- By the dismal tarns and pools Where dwell the Ghouls,-- By each spot the most unholy-- In each nook most melancholy,-- There the traveller meets, aghast, Sheeted Memories of the Past-- Shrouded forms that start and sigh As they pass the wanderer by-- White-robed forms of friends long given, In agony, to the Earth--and Heaven. For the heart whose woes are legion 'T is a peaceful, soothing region-- For the spirit that walks in shadow 'T is--oh, 't is an Eldorado! But the traveller, travelling through it, May not--dare not openly view it; Never its mysteries are exposed To the weak human eye unclosed; So wills its King, who hath forbid The uplifting of the fring'd lid; And thus the sad Soul that here passes Beholds it but through darkened glasses. By a route obscure and lonely, Haunted by ill angels only, Where an Eidolon, named NIGHT, On a black throne reigns upright, I have wandered home but newly From this ultimate dim Thule.",poem_sum
1900,tiny_story:731135,TinyStory 731135,"Once upon a time, there was a little boy named Tim. He loved to play with his toys, especially his cube. It was his favorite toy because it had bright colors and he could build things with it. 

One day, Tim's dad gave him a new toy. It was a toy gun that could shoot small balls. Tim was very excited to try it out. He aimed at his cube and shot it with the gun. The ball hit the cube and it fell apart. 

Tim was sad because he loved his cube. But then he realized that the toy gun was very powerful and he could use it to protect his toys. He decided to keep it safe and only use it to shoot bad guys who tried to take his toys away. From that day on, Tim felt very brave and powerful with his new toy.",tiny_story
1901,poem_sum:388,Rosie Joyce by Paul Durcan,"I That was that Sunday afternoon in May When a hot sun pushed through the clouds And you were born! I was driving the two hundred miles from west to east, The sky blue-and-white china in the fields In impromptu picnics of tartan rugs; When neither words nor I Could have known that you had been named already And that your name was Rosie - Rosie Joyce! May you some day in May Fifty-six years from today be as lucky As I was when you were born that Sunday: To drive such side-roads, such main roads, such ramps, such roundabouts, To cross such bridges, to by-pass such villages, such towns As I did on your Incarnation Day. By-passing Swinford - Croagh Patrick in my rear-view mirror - My cell phone rang and, stopping on the hard edge of P. Flynn's highway, I heard Mark your father say: ""A baby girl was born at 3.33 p.m. Weighing 7 and a I/2 Ibs in Holles Street. Tough work, all well."" II That Sunday in May before daybreak Night had pushed up through the slopes of Achill Yellow forefingers of Arum Lily - the first of the year; Down at the Sound the first rhododendrons Purpling the golden camps of whins; The first hawthorns powdering white the mainland; The first yellow irises flagging roadside streams; Quills of bog-cotton skimming the bogs; Burrishoole cemetery shin-deep in forget-me-nots; The first sea pinks speckling the seashore; Cliffs of London Pride, groves of bluebell, First fuchsia, Queen Anne's Lace, primrose. I drove the Old Turlough Road, past Walter Durcan's Farm, Umbrella'd in the joined handwriting of its ash trees; I drove Tulsk, Kilmainham, the Grand Canal. Never before had I felt so fortunate. To be driving back into Dublin city; Each canal bridge an old pewter brooch. I rode the waters and the roads of Ireland, Rosie, to be with you, seashell at my ear! How I laughed when I cradled you in my hand. Only at Tarmonbarry did I slow down, As in my father's Ford Anglia half a century ago He slowed down also, as across the River Shannon We crashed, rattled and bounced on a Bailey bridge; Daddy relishing his role as Moses, Enunciating the name of the Great Divide Between the East and the West! We are the people of the West, Our fate to go East. No such thing, Rosie, as a Uniform Ireland And please God there never will be; There is only the River Shannon and all her sister rivers And all her brother mountains and their family prospects. There are higher powers than politics And these we call wildflowers or, geologically, people. Rossie Joyce - that Sunday in May Not alone did you make my day, my week, my year To the prescription of Jonathan Philbin Bowman - Daymaker! Daymaker! Daymaker! Popping out of my daughter, your mother - Changing the expressions on the faces all around you - All of them looking like blue hills in a heat haze - But you saved my life. For three years I had been subsisting in the slums of despair, Unable to distinguish one day from the next. III On the return journey from Dublin to Mayo In Charlestown on Main Street I meet John Normanly, organic farmer from Curry. He is driving home to his wife Caroline From a Mountbellew meeting of the Western Development Commission Of Dillon House in Ballaghadereen. He crouches in his car, I waver in the street, As we exchange lullabies of expectancy; We wet our foreheads in John Moriarty's autobiography. The following Sunday is the Feast of the Ascension Of Our Lord into Heaven: Thank You, O Lord, for the Descent of Rosie onto Earth",poem_sum
1902,tiny_story:2072156,TinyStory 2072156,"Once upon a time, there was a little frog named Freddy. Freddy liked to hop around the pond and play with his frog friends. One day, while playing, Freddy accidentally hopped into a swamp. The swamp was very muddy and sticky, and Freddy couldn't get out. 

Freddy's friends tried to help him, but they couldn't get close to the swamp because it was too dangerous. They didn't want to get stuck too. Freddy was very scared and he didn't know what to do. 

Just when Freddy thought he would be stuck in the swamp forever, a kind bird flew over and saw him. The bird quickly swooped down and helped Freddy out of the swamp. Freddy was so happy to be free, but his leg was broken from all the hopping he did to try to get out. 

Even though Freddy was hurt, he was grateful to the bird for helping him. His friends were also happy to see him safe and sound. From that day on, Freddy was more careful when he hopped around the pond and he never went near the swamp again.",tiny_story
1903,tiny_story:1461669,TinyStory 1461669,"Once upon a time there was a little boy called Tom. He was feeling very sad and unhappy. His mom saw this and she wanted to comfort him. She got a big jug filled with warm milk. She held it close to Tom and said, ""Here, this will make you feel better."" Tom was comforted by the warm milk.

Then his mom brought out a modest toy. It was a little teddy bear. She handed it to Tom and said, ""This will make you feel even better."" Tom smiled and hugged the teddy bear. It made him feel a bit better.

When it was time for bed, his mum tucked Tom in and hugged him. She said: ""I love you, Tom. Everything will be alright."" Tom smiled and was comforted by his mummy's words.",tiny_story
1904,tiny_story:839754,TinyStory 839754,"Once upon a time there was a little girl. She woke up and brushed her teeth. Then she put on her dress. It was a bright dress with flowers on it. She thought it was so funny! 

The girl went outside to play. She smiled when she saw some birds flying in the sky and a cat playing in the garden. She found a butterfly and chased it. She laughed as it flew away.

The girl had so much fun playing outside. Suddenly, it started to rain. She ran inside and changed into her pajamas. She said goodbye to the animals and then went to bed. 

The next day she woke up and put on her dress again. She was so happy! She went outside to play once more. And the day was just as fun as the day before!",tiny_story
1905,tiny_story:1891391,TinyStory 1891391,"Once upon a time there was a little girl called Amy. She was so excited one day because she was going to the park with her best friend. 

When they got there, they saw something really yummy: jam! Amy was really excited, so she ran over to grab some. She got some lovely strawberry jam and shared it with her friend. 

They had a great time playing in the park and when it was time to leave, Amy and her friend were so happy! They hugged each other goodbye and made a promise to come back and play in the park another day.",tiny_story
1906,tiny_story:1558906,TinyStory 1558906,"Once upon a time, there were two friends, Max and Ben. They were playing in the garden, when they saw the big gate. Max said to Ben, ""Let's come to the gate!"" Ben was excited and they ran together to the gate.

Once they reached the gate, they saw it was closed. Max said to Ben, ""I'm gonna push it!"" Ben said, ""That's a stupid plan!"" But Max kept trying. He kept pushing and pushing, but the gate wouldn't move.

After a few minutes of trying, Max said to Ben, ""I'm tired of pushing. I don't think we can open the gate."" 

Ben said, ""Come, let's look around for something else to do."" 

So Max and Ben went away from the gate, and had lots of fun in the garden instead.",tiny_story
1907,tiny_story:845615,TinyStory 845615,"Once upon a time, there was a little girl named Jane. She loved to play outside with her friends. One day, Jane and her friends were playing in the yard near a grill. They were having lots of fun.

Jane's mom came outside and said, ""It's time to go inside now."" So, Jane and her friends went inside. They were very quiet as they walked into the house. Jane's mom was happy they were being good.

Before they could play inside, Jane's mom asked her to shut the door. Jane went to the door and shut it. Then, she went to play with her friends in her room. They had a fun day together.",tiny_story
1908,tiny_story:119944,TinyStory 119944,"Once there was a very rich boy named David who loved to play. He had so many toys and friends, but one day everything changed.

David was playing outside with his friends when he suddenly became very sick. His parents took him to the hospital right away. Even though he was scared, David felt better after the doctors checked him out. 

The doctors told Davidâ€™s parents he needed a special set of tests to figure out why he was feeling so bad. The tests set him back financially, but his parents didn't care as long as he was healthy. After the tests, the doctors had good news for David's parents.

All of Davidâ€™s tests came back normal! He was feeling much better, and his parents were so relieved. They were so happy that they decided to celebrate by taking David to an ice cream parlor. 

The rich boy was back to playing with his friends in no time. His experience in the hospital was scary but with the help of his parents and the doctors, David was well taken care of.",tiny_story
1909,tiny_story:1142117,TinyStory 1142117,"Tom was a teddy bear who loved to hug and squeeze his friends. He had a big heart and a soft fur. But one day, he felt a pain in his chest. He told his best friend, Lily, a pink bunny.

""Ow, ow, ow! It hurts here!"" he said, pointing to his heart.

""Oh no, Tom! You need to see a doctor!"" Lily said, worried. ""Maybe you have a hole in your heart. Come on, I'll take you to the hospital.""

They hopped on a bus and went to the hospital. The hospital was very busy. There were many people and animals waiting to see the doctor. Tom and Lily had to wait for a long time. Tom was scared and sad. He squeezed Lily's paw.

""Will I be okay, Lily?"" he asked.

""Of course, Tom. You are brave and strong. The doctor will fix your heart with an operation. It will be over soon. And I'll be here with you all the time."" Lily said, smiling.

Finally, it was Tom's turn to see the doctor. The doctor was a kind owl who wore glasses and a white coat. He listened to Tom's heart with a stethoscope.

""Hmm, you have a small hole in your heart, Tom. But don't worry, I can close it with a special thread and a needle. It will be a quick and painless operation. You just need to sleep for a little while."" the doctor said.

""Okay, doctor. Thank you. But can Lily stay with me?"" Tom asked.

""Sure, she can. She can squeeze your paw and keep you company."" the doctor said.

Tom nodded and closed his eyes. The doctor gave him a medicine that made him fall asleep. Then he started the operation. He used a special thread and a needle to sew the hole in Tom's heart. He was very careful and gentle. He finished the operation in a few minutes. He put a band-aid on Tom's chest and smiled.

""Good job, Tom. You did great. Your heart is fixed now. You can wake up soon."" he said.

Lily was still holding Tom's paw. She was happy and relieved. She squeezed his paw and whispered.

""I love you, Tom. You are my best friend."" she said.",tiny_story
1910,tiny_story:2112381,TinyStory 2112381,"Once there was a jewel. It was so special and so beautiful. Everyone wanted to have it.

A little girl was walking and saw the jewel. She wanted the jewel, but it was too high for her to reach. She tried her very best to grab it, but she was too small and the jewel was too far away. She felt helpless.

Then, a kind bird came and saw the girl trying to get the jewel. He wanted to help her, so he flew up high and grabbed the jewel with his beak. He flew down and gave it to the girl. She was so happy! 

The little girl thanked the bird, gave it a hug and went home with the jewel. She was so happy to have the special jewel she wanted.",tiny_story
1911,tiny_story:1032346,TinyStory 1032346,"Once upon a time there was a poor girl who wanted to make her last penny count. In her pocket she had an old napkin that she believed could become something magical if she used it just right.

So she took the napkin to the market and asked the old lady what she could do with it. The old lady smiled, and said that she could make something useful with it.

The girl smiled and set to work. She used some string and some glue to turn the napkin into a pretty skirt. She put it on and went for a walk. Everyone admired the skirt and wanted one just like it!

The girl was so happy. She was rich now, and all because she believed in her napkin.",tiny_story
1912,tiny_story:230522,TinyStory 230522,"Once upon a time, there was a little girl named Lily. She loved to play with her toys on the soft carpet in her room. One day, Lily's mom told her that she needed to study for her school test. Lily didn't like to study, but her mom said it was important to learn new things.

Lily sat on the carpet and opened her book. She read the words and tried to remember them. Suddenly, she saw a spider crawling on the carpet. Lily was scared of spiders, but she didn't want to be dishonest and hide from her mom. So, she told her mom about the spider and they caught it in a jar.

Later that day, Lily took her test and she did very well! Her mom was proud of her for studying hard. And Lily was happy that she was honest about the spider on the carpet. From that day on, Lily knew that studying was important and being honest was always the best thing to do.",tiny_story
1913,poem_sum:596,The Woman at the Washington Zoo by Randall Jarrell,"The saris go by me from the embassies. Cloth from the moon. Cloth from another planet. They look back at the leopard like the leopard. And I.... this print of mine, that has kept its color Alive through so many cleanings; this dull null Navy I wear to work, and wear from work, and so To my bed, so to my grave, with no Complaints, no comment: neither from my chief, The Deputy Chief Assistant, nor his chief-- Only I complain.... this serviceable Body that no sunlight dyes, no hand suffuses But, dome-shadowed, withering among columns, Wavy beneath fountains--small, far-off, shining In the eyes of animals, these beings trapped As I am trapped but not, themselves, the trap, Aging, but without knowledge of their age, Kept safe here, knowing not of death, for death-- Oh, bars of my own body, open, open! The world goes by my cage and never sees me. And there come not to me, as come to these, The wild beasts, sparrows pecking the llamas' grain, Pigeons settling on the bears' bread, buzzards Tearing the meat the flies have clouded.... Vulture, When you come for the white rat that the foxes left, Take off the red helmet of your head, the black Wings that have shadowed me, and step to me as man: The wild brother at whose feet the white wolves fawn, To whose hand of power the great lioness Stalks, purring.... You know what I was, You see what I am: change me, change me!",poem_sum
1914,tiny_story:941990,TinyStory 941990,"Once upon a time, there was a little boy named Timmy. He loved to play outside and explore the woods. One day, he saw a weird dragon hiding behind a tree.

""Hello, little dragon. Can I play with you?"" Timmy asked.

The dragon replied, ""Yes, you can play with me. But first, you must ask your mom if it's okay.""

Timmy ran home and asked his mom, ""Mom, can I play with the weird dragon in the woods?""

His mom thought for a moment and then said, ""Okay, but be careful and don't stay out too late.""

Timmy went back to the woods and played with the dragon all day. They had so much fun together, flying around and exploring. When it was time to go home, Timmy said goodbye to the dragon and promised to come back and play again soon. The end.",tiny_story
1915,tiny_story:1739603,TinyStory 1739603,"John was a young boy. He was three years old and had just started school. John and his family drove to school every morning in their dependable car.

John was a little bit worried about his first day of school. He didn't want to be away from his mom and dad for too long.

When they arrived, John's dad put his hands on John's shoulders and said, ""John, don't worry. Everything will be okay. You're a big boy now and you're very smart. You're going to do great at school.""

John's dad then handed him a tiny, blue stone. ""This is a special stone,"" he said. ""It will remind you that you don't need to worry. Just keep it in your pocket and it will keep you safe.""

John put the stone in his pocket and held onto his dad's hand as they went into school.

When they were almost there, he took out the stone and put it in his pocket so he could hold his own thumb. John knew that his dad was always dependable and would always be there for him. He knew that his worry was for nothing. 

John smiled and hugged his dad, then walked cheerfully into school. He was ready for a wonderful day of learning.",tiny_story
1916,tiny_story:318660,TinyStory 318660,"Once upon a time, there was a girl named Lily. She loved to play in her backyard and look for bugs. One day, she found a persistent bug that wouldn't go away. It kept following her everywhere she went.

Lily decided to prepare a trap for the bug. She got a jar and put some leaves and flowers inside. Then, she waited patiently for the bug to come closer. Finally, the bug flew into the jar and Lily closed the lid.

The bug was safe inside the jar and Lily was happy that she caught it. She took the jar inside and showed it to her mom. Her mom was proud of Lily's cleverness and they released the bug back into the wild. From that day on, Lily always prepared a trap for bugs she found in her backyard.",tiny_story
1917,tiny_story:1490653,TinyStory 1490653,"One day, a polite boy named Tim found a big microscope. He wanted to look at tiny things with it. He put a small leaf under the microscope and saw many little bugs. He was very excited.

Tim went to his friend, Lisa, and said, ""Come look at this! I found a big microscope and we can see tiny bugs on a leaf!"" Lisa came running and looked into the microscope. She saw the little bugs too and was very happy.

Tim and Lisa decided to play a game. They would zip around the yard to find more things to look at with the microscope. They found a small rock, a feather, and a piece of wood. They saw many new things and had a lot of fun.",tiny_story
1918,tiny_story:358876,TinyStory 358876,"Sara and Ben wanted to make a cake for Mom. They found a big bowl and a spoon in the kitchen. They poured some flour, sugar, eggs and milk into the bowl. Then they took turns to stir the mixture.

""Stir, stir, stir!"" Sara said. ""We have to make it smooth and yummy!""

""Can I stir now?"" Ben asked. He grabbed the spoon from Sara and stirred faster.

""Be careful, Ben!"" Sara warned. ""Don't spill it!""

But Ben stirred too hard and some of the mixture splashed out of the bowl. It landed on the floor, the table and their clothes.

""Oh no!"" Ben cried. ""We made a mess!""

Sara and Ben looked at each other. They heard Mom coming. They quickly put the bowl in the oven and ran to the bathroom. They tried to wash off the sticky mixture from their faces and hands.

""Mom will be mad!"" Ben said.

""Shh, be quiet!"" Sara said. ""Maybe she won't notice.""

They waited in the bathroom, hoping Mom would not see the mess in the kitchen. But Mom smelled the cake in the oven. She opened it and saw the bowl.

""What is this?"" Mom asked. ""Who put this in the oven?""

Sara and Ben came out of the bathroom. They looked at Mom with guilty eyes.

""We did, Mom,"" Sara said. ""We wanted to make a cake for you.""

Mom smiled. She hugged Sara and Ben.

""That's very sweet of you,"" Mom said. ""But next time, please ask me first. And don't stir so hard. You could have burned the cake or hurt yourself.""

""Sorry, Mom,"" Sara and Ben said.

Mom took the bowl out of the oven. She scraped the mixture into a cake pan and put it back in the oven.

""Let's clean up the kitchen together,"" Mom said. ""And then we can have some cake.""

Sara and Ben nodded. They helped Mom wipe the floor, the table and their clothes. They learned how to stir gently and wait patiently. They also learned how to say sorry and thank you. And they enjoyed the cake with Mom. It was not perfect, but it was made with love.",tiny_story
